
 CHARACTERS IN INTEGER FIELD    =   7
 OUTPUT DISPLAY TYPE            =   E 
 CHARACTERS PER OUTPUT FIELD    =  15
 CHARACTERS AFTER DECIMAL POINT =   5
 LINES PER PAGE                 =8788
 CHARACTERS PER LINE            = 140

 PRINT S    NODAL SOLUTION PER NODE

 *** WARNING ***                         CP =       0.812   TIME= 15:24:37
 The selected element set contains stiffness types (such as SURF154 )    
  which are not valid for error estimation.                              

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.2     18.2     ***
 DISTRIBUTED ANSYS Academic Teaching Introductory              

 01055371  VERSION=WINDOWS x64   15:24:37  FEB 18, 2018 CP=      0.812

 Simple Cube--Static Structural (A5)                                           


 
  ***** POST1 NODAL STRESS LISTING *****                                       
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING X,Y,Z VALUES ARE IN GLOBAL COORDINATES                         
 
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
     478   -0.10779E-002  -0.39501E+000  -0.47079E-002   0.33526E-002   0.34021E-003   0.13044E-002
     479   -0.25650E-003  -0.39546E+000   0.11881E-003   0.39357E-002  -0.20505E-002   0.10234E-002
     480    0.15689E-003  -0.39640E+000   0.22838E-002   0.37522E-002  -0.30739E-002   0.72898E-003
     481    0.36409E-003  -0.39740E+000   0.30669E-002   0.32396E-002  -0.32609E-002   0.46494E-003
     482    0.50455E-003  -0.39829E+000   0.32887E-002   0.25782E-002  -0.29743E-002   0.24287E-003
     483    0.67367E-003  -0.39901E+000   0.35116E-002   0.18031E-002  -0.23798E-002   0.57515E-004
     484    0.88529E-003  -0.39954E+000   0.41485E-002   0.91729E-003  -0.14199E-002  -0.10799E-003
     485   -0.40317E-001  -0.40081E+000  -0.10040E+000   0.56789E-001   0.11127E-001  -0.19659E-003
     486   -0.17234E-001  -0.41164E+000  -0.67459E-001   0.21549E-001   0.88652E-002  -0.49531E-003
     487   -0.64862E-002  -0.39830E+000  -0.36563E-001   0.53410E-002   0.57739E-002  -0.68181E-003
     488   -0.28455E-002  -0.39521E+000  -0.17645E-001  -0.10460E-002   0.27562E-002  -0.72563E-003
     489   -0.10277E-002  -0.39552E+000  -0.64482E-002  -0.34900E-002   0.45638E-003  -0.65760E-003
     490   -0.23203E-003  -0.39670E+000  -0.48881E-003  -0.41157E-002  -0.94383E-003  -0.53043E-003
     491    0.16504E-003  -0.39780E+000   0.23420E-002  -0.39284E-002  -0.15956E-002  -0.38693E-003
     492    0.36038E-003  -0.39865E+000   0.34363E-002  -0.33915E-002  -0.17617E-002  -0.25167E-003
     493    0.50030E-003  -0.39921E+000   0.37838E-002  -0.27003E-002  -0.16433E-002  -0.13414E-003
     494    0.67409E-003  -0.39954E+000   0.40914E-002  -0.18945E-002  -0.13349E-002  -0.33704E-004
     495    0.90070E-003  -0.39975E+000   0.49704E-002  -0.97055E-003  -0.80320E-003   0.56963E-004
     496   -0.88533E-001  -0.38082E+000  -0.10891E+000   0.51908E-001   0.11138E-001  -0.38485E-003
     497   -0.36827E-001  -0.40126E+000  -0.70193E-001   0.31723E-001   0.88743E-002  -0.73927E-003
     498   -0.18002E-001  -0.41035E+000  -0.43552E-001   0.12248E-001   0.57659E-002  -0.97728E-003
     499   -0.83221E-002  -0.40917E+000  -0.23395E-001   0.15930E-002   0.27456E-002  -0.10372E-002
     500   -0.36217E-002  -0.40744E+000  -0.10745E-001  -0.33454E-002   0.45695E-003  -0.94751E-003
     501   -0.11784E-002  -0.40565E+000  -0.34348E-002  -0.51962E-002  -0.92731E-003  -0.77185E-003
     502    0.79393E-004  -0.40404E+000   0.44748E-003  -0.54564E-002  -0.15646E-002  -0.56852E-003
     503    0.74204E-003  -0.40265E+000   0.23424E-002  -0.49477E-002  -0.17201E-002  -0.37397E-003
     504    0.11702E-002  -0.40152E+000   0.32834E-002  -0.40729E-002  -0.15955E-002  -0.20363E-003
     505    0.16062E-002  -0.40070E+000   0.40173E-002  -0.29851E-002  -0.12885E-002  -0.59023E-004
     506    0.21350E-002  -0.40022E+000   0.51713E-002  -0.16604E-002  -0.77535E-003   0.66811E-004
     507   -0.10197E+000  -0.37532E+000  -0.11090E+000   0.36972E-001   0.11284E-001  -0.42134E-003
     508   -0.59867E-001  -0.39625E+000  -0.74908E-001   0.26931E-001   0.89954E-002  -0.73954E-003
     509   -0.31236E-001  -0.40904E+000  -0.46245E-001   0.14304E-001   0.58227E-002  -0.93920E-003
     510   -0.16109E-001  -0.41431E+000  -0.26352E-001   0.42466E-002   0.27290E-002  -0.99186E-003
     511   -0.75240E-002  -0.41405E+000  -0.13069E-001  -0.15196E-002   0.38918E-003  -0.91290E-003
     512   -0.28592E-002  -0.41188E+000  -0.51382E-002  -0.41959E-002  -0.10149E-002  -0.75234E-003
     513   -0.32081E-003  -0.40903E+000  -0.68548E-003  -0.50164E-002  -0.16481E-002  -0.56113E-003
     514    0.10449E-002  -0.40626E+000   0.16653E-002  -0.48348E-002  -0.17877E-002  -0.37422E-003
     515    0.18887E-002  -0.40386E+000   0.29671E-002  -0.41459E-002  -0.16451E-002  -0.20840E-003
     516    0.26451E-002  -0.40199E+000   0.39904E-002  -0.31681E-002  -0.13235E-002  -0.68023E-004
     517    0.35637E-002  -0.40076E+000   0.53760E-002  -0.18462E-002  -0.79687E-003   0.45670E-004
     518   -0.10837E+000  -0.37203E+000  -0.11135E+000   0.23753E-001   0.11453E-001  -0.32985E-003
     519   -0.71373E-001  -0.39299E+000  -0.76577E-001   0.18345E-001   0.91189E-002  -0.56368E-003
     520   -0.42746E-001  -0.40755E+000  -0.48248E-001   0.11149E-001   0.58819E-002  -0.70332E-003
     521   -0.23399E-001  -0.41505E+000  -0.27712E-001   0.45067E-002   0.27143E-002  -0.74049E-003
     522   -0.11696E-001  -0.41700E+000  -0.14241E-001  -0.12492E-003   0.31655E-003  -0.68633E-003
     523   -0.48230E-002  -0.41544E+000  -0.60046E-002  -0.26161E-002  -0.11168E-002  -0.57176E-003
     524   -0.96740E-003  -0.41236E+000  -0.12869E-002  -0.35956E-002  -0.17534E-002  -0.43153E-003
     525    0.11552E-002  -0.40890E+000   0.13012E-002  -0.36741E-002  -0.18809E-002  -0.29142E-003
     526    0.24319E-002  -0.40568E+000   0.28063E-002  -0.32679E-002  -0.17205E-002  -0.16530E-003
     527    0.35018E-002  -0.40301E+000   0.40140E-002  -0.25721E-002  -0.13800E-002  -0.58717E-004
     528    0.48639E-002  -0.40118E+000   0.55961E-002  -0.15317E-002  -0.83050E-003   0.23651E-004
     529   -0.11156E+000  -0.37069E+000  -0.11156E+000   0.11575E-001   0.11575E-001  -0.17536E-003
     530   -0.77242E-001  -0.39129E+000  -0.77242E-001   0.92056E-002   0.92056E-002  -0.29758E-003
     531   -0.49051E-001  -0.40634E+000  -0.49051E-001   0.59229E-002   0.59229E-002  -0.36937E-003
     532   -0.28451E-001  -0.41501E+000  -0.28451E-001   0.27056E-002   0.27056E-002  -0.38913E-003
     533   -0.14750E-001  -0.41800E+000  -0.14750E-001   0.26712E-003   0.26712E-003  -0.36254E-003
     534   -0.63945E-002  -0.41714E+000  -0.63945E-002  -0.11891E-002  -0.11891E-002  -0.30436E-003
     535   -0.15548E-002  -0.41416E+000  -0.15548E-002  -0.18311E-002  -0.18311E-002  -0.23162E-003
     536    0.11379E-002  -0.41044E+000   0.11379E-002  -0.19523E-002  -0.19523E-002  -0.15777E-003
     537    0.27431E-002  -0.40677E+000   0.27431E-002  -0.17799E-002  -0.17799E-002  -0.90578E-004
     538    0.40538E-002  -0.40364E+000   0.40538E-002  -0.14251E-002  -0.14251E-002  -0.33751E-004
     539    0.57692E-002  -0.40144E+000   0.57692E-002  -0.85716E-003  -0.85716E-003   0.92479E-005
     540   -0.11253E+000  -0.37026E+000  -0.11160E+000   0.46566E-009   0.11619E-001   0.22055E-009
     541   -0.79036E-001  -0.39076E+000  -0.77412E-001   0.29104E-009   0.92364E-002  -0.33651E-010
     542   -0.51095E-001  -0.40594E+000  -0.49283E-001   0.43656E-009   0.59376E-002  -0.13370E-009
     543   -0.30138E-001  -0.41490E+000  -0.28649E-001   0.61118E-009   0.27030E-002  -0.78217E-010
     544   -0.15885E-001  -0.41825E+000  -0.14910E-001   0.50932E-009   0.25009E-003  -0.37653E-009
     545   -0.69818E-002  -0.41762E+000  -0.64978E-002   0.28376E-009  -0.12146E-002   0.44838E-009
     546   -0.17929E-002  -0.41472E+000  -0.16299E-002  -0.50932E-010  -0.18590E-002   0.59208E-009
     547    0.11144E-002  -0.41094E+000   0.10940E-002   0.14552E-010  -0.19783E-002   0.30013E-010
     548    0.28414E-002  -0.40714E+000   0.27281E-002  -0.50932E-010  -0.18018E-002   0.35561E-009
     549    0.42437E-002  -0.40385E+000   0.40722E-002   0.27649E-009  -0.14419E-002  -0.27580E-009
     550    0.60928E-002  -0.40153E+000   0.58347E-002  -0.28740E-009  -0.86708E-003  -0.14364E-009
     551   -0.11156E+000  -0.37069E+000  -0.11156E+000  -0.11575E-001   0.11575E-001   0.17536E-003
     552   -0.77242E-001  -0.39129E+000  -0.77242E-001  -0.92056E-002   0.92056E-002   0.29758E-003
     553   -0.49051E-001  -0.40634E+000  -0.49051E-001  -0.59229E-002   0.59229E-002   0.36937E-003
     554   -0.28451E-001  -0.41501E+000  -0.28451E-001  -0.27056E-002   0.27056E-002   0.38913E-003
     555   -0.14750E-001  -0.41800E+000  -0.14750E-001  -0.26712E-003   0.26712E-003   0.36254E-003
     556   -0.63945E-002  -0.41714E+000  -0.63945E-002   0.11891E-002  -0.11891E-002   0.30436E-003
     557   -0.15548E-002  -0.41416E+000  -0.15548E-002   0.18311E-002  -0.18311E-002   0.23163E-003
     558    0.11379E-002  -0.41044E+000   0.11379E-002   0.19523E-002  -0.19523E-002   0.15777E-003
     559    0.27431E-002  -0.40677E+000   0.27431E-002   0.17799E-002  -0.17799E-002   0.90578E-004
     560    0.40538E-002  -0.40364E+000   0.40538E-002   0.14251E-002  -0.14251E-002   0.33751E-004
     561    0.57692E-002  -0.40144E+000   0.57692E-002   0.85716E-003  -0.85716E-003  -0.92481E-005
     562   -0.10837E+000  -0.37203E+000  -0.11135E+000  -0.23753E-001   0.11453E-001   0.32985E-003
     563   -0.71373E-001  -0.39299E+000  -0.76577E-001  -0.18345E-001   0.91189E-002   0.56368E-003
     564   -0.42746E-001  -0.40755E+000  -0.48248E-001  -0.11149E-001   0.58819E-002   0.70332E-003
     565   -0.23399E-001  -0.41505E+000  -0.27712E-001  -0.45067E-002   0.27143E-002   0.74049E-003
     566   -0.11696E-001  -0.41700E+000  -0.14241E-001   0.12493E-003   0.31655E-003   0.68633E-003
     567   -0.48230E-002  -0.41544E+000  -0.60046E-002   0.26161E-002  -0.11168E-002   0.57176E-003
     568   -0.96740E-003  -0.41236E+000  -0.12869E-002   0.35956E-002  -0.17534E-002   0.43153E-003
     569    0.11552E-002  -0.40890E+000   0.13012E-002   0.36741E-002  -0.18809E-002   0.29142E-003
     570    0.24319E-002  -0.40568E+000   0.28063E-002   0.32679E-002  -0.17205E-002   0.16531E-003
     571    0.35018E-002  -0.40301E+000   0.40140E-002   0.25721E-002  -0.13800E-002   0.58718E-004
     572    0.48639E-002  -0.40118E+000   0.55961E-002   0.15317E-002  -0.83050E-003  -0.23651E-004
     573   -0.10197E+000  -0.37532E+000  -0.11090E+000  -0.36972E-001   0.11284E-001   0.42134E-003
     574   -0.59867E-001  -0.39625E+000  -0.74908E-001  -0.26931E-001   0.89954E-002   0.73955E-003
     575   -0.31236E-001  -0.40904E+000  -0.46245E-001  -0.14304E-001   0.58227E-002   0.93920E-003
     576   -0.16109E-001  -0.41431E+000  -0.26352E-001  -0.42466E-002   0.27290E-002   0.99186E-003
     577   -0.75240E-002  -0.41405E+000  -0.13069E-001   0.15196E-002   0.38919E-003   0.91290E-003
     578   -0.28592E-002  -0.41188E+000  -0.51382E-002   0.41959E-002  -0.10149E-002   0.75234E-003
     579   -0.32081E-003  -0.40903E+000  -0.68548E-003   0.50164E-002  -0.16481E-002   0.56113E-003
     580    0.10449E-002  -0.40626E+000   0.16653E-002   0.48348E-002  -0.17877E-002   0.37422E-003
     581    0.18887E-002  -0.40386E+000   0.29671E-002   0.41459E-002  -0.16451E-002   0.20840E-003
     582    0.26451E-002  -0.40199E+000   0.39904E-002   0.31681E-002  -0.13235E-002   0.68025E-004
     583    0.35637E-002  -0.40076E+000   0.53760E-002   0.18462E-002  -0.79687E-003  -0.45669E-004
     584   -0.88533E-001  -0.38082E+000  -0.10891E+000  -0.51908E-001   0.11138E-001   0.38485E-003
     585   -0.36827E-001  -0.40126E+000  -0.70193E-001  -0.31723E-001   0.88743E-002   0.73927E-003
     586   -0.18002E-001  -0.41035E+000  -0.43552E-001  -0.12248E-001   0.57659E-002   0.97728E-003
     587   -0.83221E-002  -0.40917E+000  -0.23395E-001  -0.15930E-002   0.27456E-002   0.10372E-002
     588   -0.36217E-002  -0.40744E+000  -0.10745E-001   0.33454E-002   0.45695E-003   0.94751E-003
     589   -0.11784E-002  -0.40565E+000  -0.34348E-002   0.51962E-002  -0.92731E-003   0.77185E-003
     590    0.79393E-004  -0.40404E+000   0.44748E-003   0.54564E-002  -0.15646E-002   0.56852E-003
     591    0.74205E-003  -0.40265E+000   0.23424E-002   0.49477E-002  -0.17201E-002   0.37397E-003
     592    0.11702E-002  -0.40152E+000   0.32834E-002   0.40729E-002  -0.15955E-002   0.20363E-003
     593    0.16062E-002  -0.40070E+000   0.40173E-002   0.29851E-002  -0.12885E-002   0.59024E-004
     594    0.21350E-002  -0.40022E+000   0.51713E-002   0.16604E-002  -0.77535E-003  -0.66809E-004
     595   -0.40317E-001  -0.40081E+000  -0.10040E+000  -0.56789E-001   0.11127E-001   0.19659E-003
     596   -0.17234E-001  -0.41164E+000  -0.67459E-001  -0.21549E-001   0.88652E-002   0.49531E-003
     597   -0.64862E-002  -0.39830E+000  -0.36563E-001  -0.53410E-002   0.57739E-002   0.68181E-003
     598   -0.28455E-002  -0.39521E+000  -0.17645E-001   0.10460E-002   0.27562E-002   0.72563E-003
     599   -0.10277E-002  -0.39552E+000  -0.64482E-002   0.34900E-002   0.45638E-003   0.65760E-003
     600   -0.23203E-003  -0.39670E+000  -0.48881E-003   0.41157E-002  -0.94383E-003   0.53043E-003
     601    0.16504E-003  -0.39780E+000   0.23420E-002   0.39284E-002  -0.15956E-002   0.38693E-003
     602    0.36038E-003  -0.39865E+000   0.34363E-002   0.33915E-002  -0.17617E-002   0.25167E-003
     603    0.50030E-003  -0.39921E+000   0.37838E-002   0.27003E-002  -0.16433E-002   0.13415E-003
     604    0.67409E-003  -0.39954E+000   0.40914E-002   0.18945E-002  -0.13349E-002   0.33705E-004
     605    0.90070E-003  -0.39975E+000   0.49704E-002   0.97055E-003  -0.80320E-003  -0.56961E-004
     606   -0.40353E-001  -0.40025E+000  -0.10112E+000   0.56936E-001  -0.69849E-009   0.28081E-009
     607   -0.17298E-001  -0.41100E+000  -0.68828E-001   0.21662E-001  -0.10768E-008  -0.41473E-009
     608   -0.65385E-002  -0.39776E+000  -0.38071E-001   0.53948E-002  -0.26193E-009  -0.58208E-009
     609   -0.28552E-002  -0.39494E+000  -0.18799E-001  -0.10488E-002   0.33469E-009  -0.41109E-009
     610   -0.10229E-002  -0.39561E+000  -0.71281E-002  -0.35313E-002  -0.92768E-010   0.64392E-009
     611   -0.21434E-003  -0.39702E+000  -0.73519E-003  -0.41736E-002  -0.54570E-009   0.26375E-009
     612    0.17195E-003  -0.39824E+000   0.23359E-002  -0.39881E-002   0.29104E-010  -0.59208E-009
     613    0.36335E-003  -0.39905E+000   0.35537E-002  -0.34446E-002   0.53114E-009  -0.50704E-009
     614    0.50093E-003  -0.39951E+000   0.39511E-002  -0.27441E-002   0.94587E-009   0.55707E-009
     615    0.67532E-003  -0.39971E+000   0.42950E-002  -0.19277E-002   0.83674E-009   0.97498E-009
     616    0.90692E-003  -0.39982E+000   0.52686E-002  -0.98997E-003  -0.17099E-009   0.76170E-010
     617   -0.88558E-001  -0.38027E+000  -0.10971E+000   0.52071E-001  -0.93132E-009   0.50386E-009
     618   -0.36916E-001  -0.40065E+000  -0.71716E-001   0.31855E-001  -0.11933E-008   0.11642E-009
     619   -0.18095E-001  -0.40989E+000  -0.45270E-001   0.12314E-001  -0.11642E-009  -0.30195E-009
     620   -0.83672E-002  -0.40900E+000  -0.24763E-001   0.15888E-002   0.39290E-009  -0.12005E-009
     621   -0.36486E-002  -0.40761E+000  -0.11616E-001  -0.34006E-002  -0.20373E-009   0.53478E-009
     622   -0.11819E-002  -0.40604E+000  -0.38300E-002  -0.52759E-002   0.32742E-010  -0.94587E-010
     623    0.71102E-004  -0.40452E+000   0.33558E-003  -0.55394E-002   0.20373E-009  -0.55297E-009
     624    0.73644E-003  -0.40308E+000   0.23925E-002  -0.50219E-002  -0.50932E-010  -0.92768E-010
     625    0.11688E-002  -0.40183E+000   0.34158E-002  -0.41338E-002   0.40018E-009   0.78398E-009
     626    0.16140E-002  -0.40088E+000   0.42121E-002  -0.30309E-002   0.36380E-010   0.69554E-009
     627    0.21613E-002  -0.40030E+000   0.54782E-002  -0.16870E-002   0.13097E-009  -0.10687E-009
     628   -0.10198E+000  -0.37482E+000  -0.11178E+000   0.37103E-001  -0.52387E-009   0.19463E-009
     629   -0.59984E-001  -0.39567E+000  -0.76575E-001   0.27032E-001  -0.52387E-009   0.13461E-009
     630   -0.31378E-001  -0.40861E+000  -0.48133E-001   0.14356E-001  -0.58208E-010  -0.10550E-009
     631   -0.16209E-001  -0.41417E+000  -0.27886E-001   0.42414E-002   0.26193E-009  -0.40018E-010
     632   -0.75973E-002  -0.41427E+000  -0.14077E-001  -0.15687E-002  -0.13553E-019  -0.37107E-009
     633   -0.28972E-002  -0.41231E+000  -0.56326E-002  -0.42679E-002  -0.34561E-010  -0.65847E-009
     634   -0.35254E-003  -0.40955E+000  -0.86320E-003  -0.50927E-002   0.30559E-009  -0.43656E-009
     635    0.10258E-002  -0.40672E+000   0.16764E-002  -0.49039E-002  -0.65484E-010   0.64392E-009
     636    0.18831E-002  -0.40420E+000   0.30805E-002  -0.42028E-002  -0.28376E-009   0.39381E-009
     637    0.26588E-002  -0.40218E+000   0.41810E-002  -0.32110E-002  -0.10186E-009   0.40677E-009
     638    0.36088E-002  -0.40084E+000   0.56878E-002  -0.18712E-002   0.20009E-010  -0.48260E-009
     639   -0.10839E+000  -0.37158E+000  -0.11229E+000   0.23841E-001  -0.93132E-009   0.13188E-009
     640   -0.71517E-001  -0.39245E+000  -0.78332E-001   0.18409E-001  -0.96043E-009   0.28194E-009
     641   -0.42940E-001  -0.40713E+000  -0.50242E-001   0.11180E-001  -0.55297E-009   0.13461E-009
     642   -0.23555E-001  -0.41493E+000  -0.29348E-001   0.45020E-002  -0.10914E-009  -0.29104E-009
     643   -0.11818E-001  -0.41724E+000  -0.15333E-001  -0.15913E-003   0.31650E-009  -0.64392E-009
     644   -0.48984E-002  -0.41591E+000  -0.65596E-002  -0.26668E-002  -0.72760E-010  -0.59299E-009
     645   -0.10241E-002  -0.41291E+000  -0.15038E-002  -0.36503E-002   0.14552E-009  -0.25102E-009
     646    0.11218E-002  -0.40938E+000   0.12897E-002  -0.37244E-002  -0.11642E-009   0.45657E-009
     647    0.24210E-002  -0.40603E+000   0.29096E-002  -0.33099E-002  -0.39290E-009   0.58208E-010
     648    0.35189E-002  -0.40322E+000   0.42035E-002  -0.26040E-002  -0.21828E-010  -0.15075E-009
     649    0.49221E-002  -0.40127E+000   0.59141E-002  -0.15504E-002  -0.90949E-010  -0.36208E-009
     650   -0.11160E+000  -0.37026E+000  -0.11253E+000   0.11619E-001  -0.81491E-009   0.41064E-009
     651   -0.77412E-001  -0.39076E+000  -0.79036E-001   0.92364E-002  -0.55297E-009   0.12551E-009
     652   -0.49283E-001  -0.40594E+000  -0.51095E-001   0.59376E-002  -0.52387E-009   0.18917E-009
     653   -0.28649E-001  -0.41490E+000  -0.30138E-001   0.27030E-002   0.65484E-010  -0.23465E-009
     654   -0.14910E-001  -0.41825E+000  -0.15885E-001   0.25009E-003   0.20009E-009  -0.59936E-009
     655   -0.64978E-002  -0.41762E+000  -0.69818E-002  -0.12146E-002   0.44747E-009   0.14916E-009
     656   -0.16299E-002  -0.41472E+000  -0.17929E-002  -0.18590E-002   0.80036E-010   0.52751E-010
     657    0.10940E-002  -0.41094E+000   0.11144E-002  -0.19783E-002  -0.17462E-009   0.20646E-009
     658    0.27281E-002  -0.40714E+000   0.28414E-002  -0.18018E-002  -0.21828E-010  -0.24716E-009
     659    0.40722E-002  -0.40385E+000   0.42437E-002  -0.14419E-002  -0.58208E-010  -0.39529E-009
     660    0.58347E-002  -0.40153E+000   0.60928E-002  -0.86708E-003  -0.38563E-009  -0.42593E-009
     661   -0.11257E+000  -0.36983E+000  -0.11257E+000   0.64028E-009   0.11642E-009   0.17894E-009
     662   -0.79217E-001  -0.39024E+000  -0.79217E-001   0.29104E-009   0.00000E+000   0.23465E-009
     663   -0.51341E-001  -0.40554E+000  -0.51341E-001   0.66939E-009  -0.54210E-019   0.27285E-011
     664   -0.30352E-001  -0.41479E+000  -0.30352E-001   0.63301E-009  -0.43656E-010  -0.63665E-010
     665   -0.16059E-001  -0.41851E+000  -0.16059E-001   0.32378E-009  -0.14188E-009  -0.59117E-010
     666   -0.70953E-002  -0.41810E+000  -0.70953E-002  -0.61846E-010  -0.18190E-009   0.66393E-010
     667   -0.18747E-002  -0.41529E+000  -0.18747E-002  -0.37835E-009   0.32742E-009   0.28649E-010
     668    0.10667E-002  -0.41144E+000   0.10667E-002  -0.14552E-010   0.90222E-009  -0.76852E-010
     669    0.28249E-002  -0.40751E+000   0.28249E-002   0.41473E-009   0.61118E-009  -0.26557E-009
     670    0.42625E-002  -0.40406E+000   0.42625E-002  -0.43656E-010  -0.10914E-009  -0.41700E-009
     671    0.61605E-002  -0.40161E+000   0.61605E-002  -0.29104E-010  -0.21464E-009  -0.27990E-009
     672   -0.11160E+000  -0.37026E+000  -0.11253E+000  -0.11619E-001  -0.58208E-010   0.17872E-009
     673   -0.77412E-001  -0.39076E+000  -0.79036E-001  -0.92364E-002  -0.14552E-009   0.67575E-009
     674   -0.49283E-001  -0.40594E+000  -0.51095E-001  -0.59376E-002  -0.14552E-009   0.67212E-009
     675   -0.28649E-001  -0.41490E+000  -0.30138E-001  -0.27030E-002  -0.32742E-009   0.46020E-009
     676   -0.14910E-001  -0.41825E+000  -0.15885E-001  -0.25009E-003  -0.52751E-009   0.53751E-009
     677   -0.64978E-002  -0.41762E+000  -0.69818E-002   0.12146E-002  -0.42928E-009  -0.31741E-009
     678   -0.16299E-002  -0.41472E+000  -0.17929E-002   0.18590E-002   0.37835E-009  -0.22192E-009
     679    0.10940E-002  -0.41094E+000   0.11144E-002   0.19783E-002   0.27649E-009  -0.49613E-009
     680    0.27281E-002  -0.40714E+000   0.28414E-002   0.18018E-002  -0.18917E-009   0.37744E-009
     681    0.40723E-002  -0.40385E+000   0.42437E-002   0.14419E-002  -0.37107E-009   0.30229E-009
     682    0.58347E-002  -0.40153E+000   0.60928E-002   0.86708E-003  -0.29468E-009   0.28707E-009
     683   -0.10839E+000  -0.37158E+000  -0.11229E+000  -0.23841E-001  -0.40745E-009   0.39654E-009
     684   -0.71517E-001  -0.39245E+000  -0.78332E-001  -0.18409E-001  -0.29104E-009   0.11496E-008
     685   -0.42940E-001  -0.40713E+000  -0.50242E-001  -0.11180E-001  -0.46566E-009   0.11969E-008
     686   -0.23555E-001  -0.41493E+000  -0.29348E-001  -0.45020E-002  -0.40745E-009   0.86948E-009
     687   -0.11818E-001  -0.41724E+000  -0.15333E-001   0.15913E-003  -0.60027E-009   0.31287E-009
     688   -0.48984E-002  -0.41591E+000  -0.65596E-002   0.26668E-002  -0.75852E-009  -0.24738E-009
     689   -0.10241E-002  -0.41291E+000  -0.15038E-002   0.36503E-002  -0.57480E-009   0.52751E-010
     690    0.11218E-002  -0.40938E+000   0.12897E-002   0.37244E-002  -0.35652E-009  -0.94587E-010
     691    0.24210E-002  -0.40603E+000   0.29096E-002   0.33099E-002  -0.92405E-009   0.74397E-009
     692    0.35189E-002  -0.40322E+000   0.42035E-002   0.26040E-002  -0.85856E-009   0.13765E-008
     693    0.49221E-002  -0.40127E+000   0.59141E-002   0.15504E-002  -0.27649E-009   0.14188E-008
     694   -0.10198E+000  -0.37482E+000  -0.11178E+000  -0.37103E-001  -0.34925E-009   0.69849E-009
     695   -0.59984E-001  -0.39567E+000  -0.76575E-001  -0.27032E-001  -0.87311E-009   0.10114E-008
     696   -0.31378E-001  -0.40861E+000  -0.48133E-001  -0.14356E-001  -0.52387E-009   0.74942E-009
     697   -0.16209E-001  -0.41417E+000  -0.27886E-001  -0.42414E-002  -0.37835E-009   0.28012E-009
     698   -0.75973E-002  -0.41427E+000  -0.14077E-001   0.15687E-002  -0.50932E-010   0.29104E-010
     699   -0.28972E-002  -0.41231E+000  -0.56326E-002   0.42679E-002  -0.70941E-010  -0.20736E-009
     700   -0.35254E-003  -0.40955E+000  -0.86320E-003   0.50927E-002  -0.26193E-009  -0.17462E-009
     701    0.10258E-002  -0.40672E+000   0.16764E-002   0.49039E-002  -0.90222E-009   0.42928E-009
     702    0.18831E-002  -0.40420E+000   0.30805E-002   0.42028E-002  -0.71304E-009   0.65666E-009
     703    0.26588E-002  -0.40218E+000   0.41810E-002   0.32110E-002  -0.30559E-009   0.13733E-008
     704    0.36088E-002  -0.40084E+000   0.56878E-002   0.18712E-002  -0.56389E-010   0.17969E-008
     705   -0.88558E-001  -0.38027E+000  -0.10971E+000  -0.52071E-001  -0.58208E-009   0.74033E-009
     706   -0.36916E-001  -0.40065E+000  -0.71716E-001  -0.31855E-001  -0.72760E-009   0.34561E-009
     707   -0.18095E-001  -0.40989E+000  -0.45270E-001  -0.12314E-001  -0.64028E-009   0.37107E-009
     708   -0.83672E-002  -0.40900E+000  -0.24763E-001  -0.15888E-002  -0.25466E-009  -0.41837E-009
     709   -0.36486E-002  -0.40761E+000  -0.11616E-001   0.34006E-002   0.43292E-009  -0.34197E-009
     710   -0.11819E-002  -0.40604E+000  -0.38300E-002   0.52759E-002   0.34925E-009   0.30195E-009
     711    0.71103E-004  -0.40452E+000   0.33558E-003   0.55394E-002  -0.40745E-009   0.38926E-009
     712    0.73644E-003  -0.40308E+000   0.23925E-002   0.50219E-002  -0.43656E-010  -0.11823E-009
     713    0.11688E-002  -0.40183E+000   0.34158E-002   0.41338E-002   0.18917E-009  -0.52751E-010
     714    0.16140E-002  -0.40088E+000   0.42121E-002   0.30309E-002   0.14552E-010   0.96293E-009
     715    0.21613E-002  -0.40030E+000   0.54782E-002   0.16870E-002   0.72760E-010   0.20227E-008
     716   -0.40353E-001  -0.40025E+000  -0.10112E+000  -0.56936E-001  -0.40745E-009   0.23715E-009
     717   -0.17298E-001  -0.41100E+000  -0.68828E-001  -0.21662E-001  -0.29104E-010  -0.81855E-010
     718   -0.65385E-002  -0.39776E+000  -0.38071E-001  -0.53948E-002   0.11642E-009   0.27103E-009
     719   -0.28552E-002  -0.39494E+000  -0.18799E-001   0.10488E-002  -0.12369E-009  -0.55115E-009
     720   -0.10229E-002  -0.39561E+000  -0.71281E-002   0.35313E-002  -0.55661E-009  -0.51841E-009
     721   -0.21433E-003  -0.39702E+000  -0.73519E-003   0.41736E-002  -0.56752E-009   0.80036E-009
     722    0.17195E-003  -0.39824E+000   0.23359E-002   0.39881E-002   0.13824E-009   0.71395E-009
     723    0.36335E-003  -0.39905E+000   0.35537E-002   0.34446E-002   0.61846E-009  -0.44429E-009
