
 CHARACTERS IN INTEGER FIELD    =   7
 OUTPUT DISPLAY TYPE            =   E 
 CHARACTERS PER OUTPUT FIELD    =  15
 CHARACTERS AFTER DECIMAL POINT =   5
 LINES PER PAGE                 =3784
 CHARACTERS PER LINE            = 140

 PRINT S    NODAL SOLUTION PER NODE

 *** WARNING ***                         CP =       1.234   TIME= 12:47:16
 The selected element set contains stiffness types (such as SURF154 )    
  which are not valid for error estimation.                              

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE 2019 R2          19.4     ***
 DISTRIBUTED ANSYS Mechanical Enterprise                       

 00348435  VERSION=WINDOWS x64   12:47:16  AUG 04, 2019 CP=      1.234

 first try--Static Structural (B5)                                             


 
  ***** POST1 NODAL STRESS LISTING *****                                       
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING X,Y,Z VALUES ARE IN GLOBAL COORDINATES                         
 
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
     206    0.60764E-002   0.26838E-002   0.15916E-002  -0.68258E-017   0.68394E-018   0.16573E-003
     207    0.50398E-002   0.16133E-002  -0.43036E-003   0.37624E-017  -0.62478E-017   0.82524E-003
     208    0.57412E-002   0.25895E-002   0.16573E-002  -0.83066E-018   0.15450E-018   0.14455E-003
     209    0.61716E-002   0.21501E-002  -0.28293E-004  -0.10021E-016  -0.19547E-017   0.28686E-003
     210    0.61967E-002   0.23482E-002   0.51253E-003  -0.12478E-016  -0.47661E-017  -0.80162E-004
     211    0.52023E-002   0.16063E-002  -0.61283E-003  -0.19763E-016  -0.26491E-018  -0.45964E-003
     212    0.52184E-002   0.15976E-002  -0.65384E-003  -0.10234E-016   0.13918E-017  -0.34639E-003
     213    0.51990E-002   0.15848E-002  -0.67100E-003  -0.26975E-016  -0.93871E-018  -0.23902E-003
     214    0.51689E-002   0.15722E-002  -0.67703E-003  -0.30917E-016  -0.23778E-017  -0.14699E-003
     215    0.51448E-002   0.15635E-002  -0.67765E-003  -0.76394E-017  -0.22680E-017  -0.68916E-004
     216    0.51348E-002   0.15601E-002  -0.67738E-003  -0.11121E-016  -0.24087E-017   0.70809E-006
     217    0.51434E-002   0.15632E-002  -0.67704E-003  -0.12795E-016  -0.11760E-017   0.69682E-004
     218    0.51665E-002   0.15714E-002  -0.67669E-003  -0.25164E-016   0.63566E-018   0.14628E-003
     219    0.51933E-002   0.15826E-002  -0.67172E-003  -0.23221E-016   0.26722E-017   0.23575E-003
     220    0.52234E-002   0.15986E-002  -0.65597E-003  -0.61449E-017   0.42514E-018   0.34367E-003
     221    0.52018E-002   0.16060E-002  -0.61334E-003  -0.53244E-017   0.39125E-017   0.45960E-003
     222    0.51052E-002   0.16000E-002  -0.53376E-003  -0.76350E-017   0.35993E-017   0.55293E-003
     223    0.48717E-002   0.17031E-002  -0.58407E-005   0.27560E-017  -0.49596E-017   0.79314E-003
     224    0.59257E-002   0.24388E-002   0.10421E-002  -0.34251E-017  -0.47801E-017  -0.14041E-003
     225    0.57816E-002   0.25458E-002   0.14921E-002   0.56512E-017   0.65370E-019  -0.32967E-004
     226    0.61524E-002   0.21828E-002   0.84182E-004  -0.28968E-017   0.87210E-019  -0.68907E-004
     227    0.62376E-002   0.24197E-002   0.67569E-003  -0.62597E-017  -0.11418E-017  -0.51113E-003
     228    0.52986E-002   0.21860E-002   0.94700E-003  -0.16504E-017  -0.77123E-018  -0.78876E-003
     229    0.54166E-002   0.22768E-002   0.10886E-002   0.12079E-017  -0.46051E-018  -0.58673E-003
     230    0.54804E-002   0.23413E-002   0.12091E-002  -0.51723E-018  -0.16366E-018  -0.40878E-003
     231    0.55154E-002   0.23887E-002   0.13094E-002  -0.15116E-018   0.21186E-018  -0.25634E-003
     232    0.55273E-002   0.24148E-002   0.13722E-002  -0.22703E-017   0.12504E-018  -0.12366E-003
     233    0.55285E-002   0.24243E-002   0.13982E-002  -0.34149E-018   0.35543E-018  -0.51605E-006
     234    0.55243E-002   0.24165E-002   0.13799E-002  -0.34332E-018   0.45199E-018   0.12325E-003
     235    0.55089E-002   0.23898E-002   0.13192E-002  -0.28246E-017   0.38632E-018   0.25846E-003
     236    0.54748E-002   0.23441E-002   0.12226E-002  -0.21981E-017   0.41922E-018   0.41126E-003
     237    0.54125E-002   0.22760E-002   0.10904E-002  -0.52012E-019   0.67373E-018   0.59088E-003
     238    0.52897E-002   0.21870E-002   0.95899E-003  -0.26161E-017   0.52933E-018   0.79286E-003
     239    0.50737E-002   0.20535E-002   0.79352E-003   0.24157E-017   0.18633E-017   0.98709E-003
     240    0.48598E-002   0.16990E-002  -0.54834E-005  -0.61181E-017   0.94101E-017  -0.80707E-003
     241    0.61868E-002   0.22443E-002   0.22537E-003  -0.10481E-017   0.17865E-018   0.21548E-003
     242    0.50439E-002   0.16167E-002  -0.42481E-003   0.22258E-016   0.35481E-018  -0.82361E-003
     243    0.49580E-002   0.16000E-002  -0.38654E-003  -0.51019E-017  -0.51370E-019  -0.73638E-003
     244    0.54239E-002   0.17522E-002  -0.41758E-003   0.88404E-017   0.60854E-017  -0.93863E-003
     245    0.61060E-002   0.22815E-002   0.41250E-003  -0.30499E-017   0.15387E-017  -0.63107E-005
     246    0.62369E-002   0.21391E-002  -0.12505E-003  -0.53056E-017  -0.19330E-017  -0.41151E-003
     247    0.49581E-002   0.15924E-002  -0.40841E-003   0.22436E-016  -0.11481E-017  -0.71712E-003
     248    0.51135E-002   0.16039E-002  -0.53081E-003  -0.87538E-017   0.32495E-017  -0.55316E-003
     249    0.48499E-002   0.17791E-002   0.23312E-003  -0.65717E-017   0.19918E-017  -0.91776E-003
     250    0.50876E-002   0.20557E-002   0.78571E-003  -0.32881E-017  -0.42308E-018  -0.98508E-003
     251    0.58193E-002   0.18884E-002  -0.42391E-003   0.14888E-017  -0.45300E-017   0.73100E-003
     252    0.57707E-002   0.19366E-002  -0.23756E-003  -0.40824E-017   0.17067E-017   0.37155E-003
     253    0.49664E-002   0.15970E-002  -0.40341E-003   0.11510E-016   0.58335E-019   0.71800E-003
     254    0.48477E-002   0.17790E-002   0.23522E-003   0.18643E-017   0.14147E-017   0.91763E-003
     255    0.56712E-002   0.25231E-002   0.15377E-002  -0.99087E-017   0.31495E-018  -0.23340E-003
     256    0.59755E-002   0.24987E-002   0.11635E-002  -0.95673E-017  -0.37221E-018  -0.60110E-003
     257    0.61914E-002   0.24481E-002   0.80313E-003   0.62969E-017   0.47623E-017   0.56183E-003
     258    0.58797E-002   0.24273E-002   0.10555E-002  -0.68989E-017  -0.14462E-017   0.16862E-003
     259    0.59154E-002   0.19630E-002  -0.30673E-003  -0.59854E-017   0.23792E-017  -0.53732E-003
     260    0.53774E-002   0.17100E-002  -0.49153E-003  -0.20924E-017   0.10758E-017   0.67347E-003
     261    0.56183E-002   0.18097E-002  -0.44778E-003  -0.46126E-017  -0.24301E-017   0.63502E-003
     262    0.56155E-002   0.24847E-002   0.14836E-002   0.57576E-017   0.97704E-018   0.36271E-003
     263    0.59661E-002   0.25561E-002   0.13370E-002   0.13270E-017   0.96108E-018   0.61847E-003
     264    0.58775E-002   0.20127E-002  -0.12706E-003  -0.10358E-016  -0.18945E-018   0.30412E-003
     265    0.59325E-002   0.21750E-002   0.28187E-003  -0.99992E-017   0.40332E-017   0.16821E-004
     266    0.53371E-002   0.16845E-002  -0.52431E-003  -0.12911E-017   0.25155E-017  -0.48639E-003
     267    0.53429E-002   0.16930E-002  -0.50570E-003  -0.16646E-016   0.42614E-017  -0.34272E-003
     268    0.52973E-002   0.16896E-002  -0.47001E-003  -0.92982E-017   0.29259E-017  -0.22510E-003
     269    0.52496E-002   0.16842E-002  -0.43745E-003  -0.34423E-016   0.25357E-017  -0.13427E-003
     270    0.52081E-002   0.16769E-002  -0.41705E-003  -0.55462E-017  -0.10616E-017  -0.60704E-004
     271    0.51957E-002   0.16763E-002  -0.40628E-003   0.42280E-018  -0.45359E-017   0.17746E-005
     272    0.52074E-002   0.16781E-002  -0.41294E-003  -0.96944E-017  -0.36907E-017   0.62707E-004
     273    0.52454E-002   0.16831E-002  -0.43660E-003  -0.88493E-017  -0.27019E-017   0.13460E-003
     274    0.52963E-002   0.16899E-002  -0.46805E-003  -0.13858E-016  -0.86164E-018   0.22452E-003
     275    0.53412E-002   0.16896E-002  -0.51375E-003   0.60637E-017   0.16473E-017   0.34493E-003
     276    0.53170E-002   0.16737E-002  -0.53509E-003  -0.63643E-017   0.39942E-017   0.49619E-003
     277    0.51962E-002   0.16428E-002  -0.50260E-003  -0.96641E-017   0.12775E-017   0.63674E-003
     278    0.53398E-002   0.19102E-002   0.11801E-003  -0.10043E-018   0.16730E-018   0.66833E-003
     279    0.55357E-002   0.19140E-002  -0.67084E-004  -0.71966E-018  -0.34576E-017   0.51195E-003
     280    0.55548E-002   0.23110E-002   0.10481E-002   0.14154E-016  -0.94438E-018  -0.42998E-004
     281    0.55172E-002   0.24220E-002   0.14027E-002   0.38671E-017  -0.18375E-017   0.12304E-003
     282    0.59129E-002   0.21282E-002   0.16765E-003  -0.64196E-017  -0.23057E-018  -0.62615E-004
     283    0.60311E-002   0.22977E-002   0.53372E-003  -0.43216E-017  -0.13110E-017  -0.32408E-003
     284    0.54894E-002   0.21266E-002   0.58671E-003  -0.69997E-018   0.15355E-017  -0.61803E-003
     285    0.56010E-002   0.22218E-002   0.74694E-003   0.21742E-017   0.77833E-018  -0.42302E-003
     286    0.56368E-002   0.22873E-002   0.89834E-003   0.43294E-018  -0.14334E-018  -0.27020E-003
     287    0.56385E-002   0.23301E-002   0.10189E-002   0.12721E-017   0.43901E-019  -0.15792E-003
     288    0.56282E-002   0.23564E-002   0.11045E-002  -0.28149E-017   0.24516E-019  -0.73600E-004
     289    0.56224E-002   0.23662E-002   0.11382E-002  -0.11960E-017  -0.49293E-018  -0.13057E-005
     290    0.56257E-002   0.23593E-002   0.11151E-002   0.11307E-017  -0.22553E-020   0.73224E-004
     291    0.56286E-002   0.23356E-002   0.10446E-002  -0.39861E-017   0.61882E-018   0.16359E-003
     292    0.56186E-002   0.22892E-002   0.92186E-003  -0.15797E-017   0.18525E-017   0.28101E-003
     293    0.55980E-002   0.22312E-002   0.77677E-003  -0.19724E-017   0.20257E-017   0.43662E-003
     294    0.54576E-002   0.21156E-002   0.58696E-003   0.45108E-018   0.21610E-017   0.63215E-003
     295    0.52088E-002   0.19636E-002   0.40154E-003   0.15209E-017   0.68051E-018   0.82479E-003
     296    0.54486E-002   0.18844E-002  -0.64472E-004  -0.53198E-017   0.30950E-017  -0.56437E-003
     297    0.53486E-002   0.19179E-002   0.13125E-003  -0.44725E-017   0.53343E-017  -0.66713E-003
     298    0.54594E-002   0.17992E-002  -0.31870E-003  -0.41107E-017   0.22371E-017  -0.52608E-003
     299    0.59916E-002   0.21893E-002   0.26350E-003  -0.16259E-017   0.39470E-017   0.13945E-003
     300    0.57858E-002   0.19960E-002  -0.82857E-004  -0.32008E-017   0.16091E-017  -0.20740E-003
     301    0.55990E-002   0.18085E-002  -0.43196E-003  -0.58267E-018  -0.22220E-018  -0.63560E-003
     302    0.53740E-002   0.17157E-002  -0.47205E-003  -0.14526E-017  -0.33690E-018  -0.66016E-003
     303    0.57531E-002   0.20547E-002   0.11742E-003  -0.38809E-017   0.31958E-017  -0.29243E-003
     304    0.52207E-002   0.16517E-002  -0.50146E-003  -0.69550E-017  -0.92102E-018  -0.62918E-003
     305    0.52330E-002   0.19721E-002   0.40150E-003  -0.32621E-017   0.17805E-017  -0.81712E-003
     306    0.56223E-002   0.24246E-002   0.13051E-002  -0.75266E-018   0.13429E-017  -0.40322E-003
     307    0.55696E-002   0.23808E-002   0.12327E-002  -0.96335E-017   0.98324E-018  -0.66449E-005
     308    0.58814E-002   0.20211E-002  -0.10678E-003  -0.17299E-017   0.19716E-017  -0.24063E-003
     309    0.57996E-002   0.22207E-002   0.54533E-003   0.39217E-017  -0.18278E-017  -0.85287E-004
     310    0.54463E-002   0.17395E-002  -0.47627E-003  -0.84256E-017  -0.21657E-017   0.48873E-003
     311    0.58611E-002   0.23519E-002   0.85853E-003  -0.23576E-017   0.88048E-018  -0.41036E-003
     312    0.56077E-002   0.20790E-002   0.33238E-003  -0.13876E-017   0.10207E-017   0.46624E-003
     313    0.59595E-002   0.23191E-002   0.66640E-003  -0.12848E-018   0.40918E-017   0.35883E-003
     314    0.57902E-002   0.23873E-002   0.10306E-002   0.49816E-017   0.17000E-017   0.43672E-003
     315    0.56649E-002   0.19327E-002  -0.14301E-003   0.85385E-018  -0.77509E-018   0.24948E-003
     316    0.57138E-002   0.20368E-002   0.10567E-003  -0.23135E-017   0.33132E-017   0.92681E-004
     317    0.54944E-002   0.17733E-002  -0.42785E-003  -0.85303E-017  -0.11599E-019  -0.45653E-003
     318    0.58943E-002   0.22218E-002   0.45363E-003  -0.34765E-019   0.21649E-018  -0.10183E-003
     319    0.56414E-002   0.20869E-002   0.32106E-003  -0.13039E-017   0.28946E-017  -0.43954E-003
     320    0.58885E-002   0.21945E-002   0.38139E-003   0.58935E-018   0.10471E-017  -0.29405E-004
     321    0.57621E-002   0.20747E-002   0.16557E-003  -0.43708E-017   0.76295E-018   0.28121E-003
     322    0.58149E-002   0.21977E-002   0.46438E-003   0.28525E-017   0.99392E-018   0.82522E-004
     323    0.54405E-002   0.23305E-002   0.12180E-002  -0.70765E-018  -0.69909E-018  -0.17495E-003
     324    0.56891E-002   0.20229E-002   0.90630E-004  -0.66786E-017   0.92945E-018  -0.83113E-004
     325    0.56642E-002   0.18741E-002  -0.30955E-003  -0.19306E-017  -0.13927E-017  -0.37745E-003
     326    0.55671E-002   0.18054E-002  -0.40898E-003  -0.90078E-017  -0.15887E-017   0.43168E-003
     327    0.56349E-002   0.23513E-002   0.10831E-002  -0.24280E-017   0.15054E-017  -0.35770E-003
     328    0.56644E-002   0.21031E-002   0.34438E-003   0.10729E-016  -0.32303E-017  -0.65700E-005
     329    0.57656E-002   0.22623E-002   0.69818E-003   0.76892E-018   0.28458E-017  -0.95192E-004
     330    0.56995E-002   0.22871E-002   0.83497E-003   0.56207E-018   0.15488E-017  -0.40496E-004
     331    0.57914E-002   0.22731E-002   0.70331E-003  -0.59113E-018   0.29555E-017  -0.37028E-004
     332    0.55782E-002   0.21482E-002   0.55966E-003   0.14873E-016   0.17257E-017  -0.48606E-004
     333    0.56083E-002   0.19219E-002  -0.11727E-003  -0.77164E-017  -0.12062E-018  -0.18787E-003
     334    0.54718E-002   0.17935E-002  -0.34745E-003   0.22188E-017   0.27606E-017   0.32533E-003
     335    0.55523E-002   0.23414E-002   0.11373E-002  -0.10439E-017   0.29409E-017   0.27041E-003
     336    0.57266E-002   0.23359E-002   0.94737E-003  -0.23537E-017   0.14116E-017   0.27502E-003
     337    0.58369E-002   0.22761E-002   0.66616E-003   0.52813E-017   0.21494E-017   0.12682E-003
     338    0.54525E-002   0.19439E-002   0.10145E-003  -0.53817E-017   0.16970E-017  -0.79816E-004
     339    0.53483E-002   0.19034E-002   0.90031E-004  -0.81025E-017   0.79836E-018  -0.52098E-004
     340    0.52917E-002   0.18956E-002   0.12431E-003   0.96985E-018   0.13572E-017  -0.15551E-004
     341    0.52717E-002   0.18990E-002   0.15398E-003  -0.62591E-017   0.12761E-017   0.12569E-005
     342    0.52913E-002   0.19016E-002   0.14176E-003   0.73210E-017   0.18251E-018   0.16870E-004
     343    0.53491E-002   0.19131E-002   0.11697E-003  -0.36831E-017  -0.20303E-017   0.40643E-004
     344    0.56653E-002   0.23040E-002   0.91748E-003  -0.26743E-018  -0.47257E-018   0.37270E-004
     345    0.56508E-002   0.23069E-002   0.94047E-003  -0.19888E-017  -0.77651E-018  -0.33447E-005
     346    0.56575E-002   0.22941E-002   0.89697E-003  -0.13587E-017  -0.91816E-018  -0.43843E-004
     347    0.57142E-002   0.22901E-002   0.82883E-003   0.17539E-017   0.53551E-018  -0.68458E-004
     348    0.54728E-002   0.20959E-002   0.51534E-003   0.14556E-016   0.21452E-017  -0.31339E-004
     349    0.55260E-002   0.20164E-002   0.23504E-003   0.13735E-016  -0.31918E-017   0.26185E-004
     350    0.57380E-002   0.21648E-002   0.44714E-003   0.10092E-017  -0.19751E-017  -0.23224E-004
     351    0.56568E-002   0.23094E-002   0.94141E-003   0.16006E-017   0.14306E-017  -0.19887E-003
     352    0.54496E-002   0.23075E-002   0.11433E-002   0.35620E-017  -0.16826E-017  -0.22988E-003
     353    0.54621E-002   0.19268E-002   0.43191E-004   0.77256E-017  -0.73275E-018   0.70027E-004
     354    0.57104E-002   0.22849E-002   0.81773E-003  -0.18165E-018   0.17835E-017   0.75776E-004
     355    0.54490E-002   0.21217E-002   0.61297E-003  -0.86821E-017  -0.53341E-017   0.22311E-004
     356    0.55495E-002   0.20707E-002   0.36695E-003   0.14574E-017  -0.36438E-017  -0.83836E-005
     357    0.54048E-002   0.20448E-002   0.43752E-003  -0.90555E-017  -0.23966E-017   0.69450E-005
     358    0.55073E-002   0.23086E-002   0.10888E-002   0.27235E-017   0.14578E-017  -0.18871E-003
     359    0.53548E-002   0.22490E-002   0.10710E-002   0.14074E-017   0.22983E-017  -0.93237E-004
     360    0.56551E-002   0.23104E-002   0.94593E-003   0.18109E-017  -0.16108E-017   0.16473E-003
     361    0.53528E-002   0.21596E-002   0.81759E-003  -0.29647E-018  -0.55599E-017   0.17098E-005
     362    0.53360E-002   0.20880E-002   0.62980E-003  -0.30047E-017   0.19399E-017  -0.12759E-005
     363    0.52936E-002   0.21261E-002   0.78094E-003   0.80853E-017   0.52197E-017  -0.61664E-005
     364    0.53039E-002   0.21309E-002   0.78447E-003   0.22227E-017   0.65951E-018   0.25918E-005
     365    0.53223E-002   0.22122E-002   0.99811E-003  -0.16350E-017  -0.26932E-017   0.19561E-004
     366    0.55237E-002   0.22992E-002   0.10455E-002  -0.17716E-017   0.18636E-017   0.79839E-004
     367    0.55195E-002   0.22921E-002   0.10294E-002  -0.58975E-018   0.25361E-017  -0.80142E-005
     368    0.53110E-002   0.21849E-002   0.93158E-003   0.22846E-017   0.28624E-017  -0.21120E-004
     369    0.53949E-002   0.22635E-002   0.10721E-002   0.33641E-017   0.14394E-017  -0.10165E-003
     370    0.54063E-002   0.22720E-002   0.10853E-002   0.34513E-017   0.78834E-018   0.56740E-004
     371    0.54213E-002   0.22756E-002   0.10805E-002  -0.20749E-018   0.13659E-017  -0.21766E-005
     372    0.54575E-002   0.22911E-002   0.10884E-002   0.56037E-017   0.85027E-018  -0.66019E-004
     373    0.55411E-002   0.23069E-002   0.10499E-002   0.42358E-017   0.18126E-017  -0.10332E-003
     374    0.55460E-002   0.18758E-002  -0.18651E-003   0.78001E-017   0.45970E-017   0.20547E-003
     375    0.57059E-002   0.18659E-002  -0.37465E-003   0.13460E-016   0.47485E-017  -0.10370E-002
     376    0.58698E-002   0.20912E-002   0.10516E-003  -0.65954E-017  -0.14073E-017   0.90049E-004
     377    0.53825E-002   0.20118E-002   0.36542E-003  -0.21471E-017  -0.27942E-017   0.82486E-005
     378    0.39401E-002   0.14013E-002   0.63483E-004   0.11467E-016  -0.42521E-017   0.13272E-002
     379    0.45305E-002   0.15394E-002  -0.13215E-003   0.54147E-019   0.35922E-017   0.14101E-002
     380    0.34076E-002   0.12260E-002   0.95360E-004   0.56374E-017  -0.18204E-017   0.99032E-003
     381    0.41300E-002   0.14057E-002  -0.11375E-003   0.85625E-018   0.11887E-017   0.10574E-002
     382    0.40331E-002   0.13473E-002  -0.18375E-003  -0.18252E-016   0.27833E-017  -0.13655E-002
     383    0.42165E-002   0.13778E-002  -0.27978E-003  -0.66622E-017   0.29469E-017  -0.11508E-002
     384    0.35499E-002   0.12741E-002   0.90419E-004  -0.51510E-017   0.18683E-017  -0.98665E-003
     385    0.36847E-002   0.12088E-002  -0.23092E-003  -0.50845E-017   0.22412E-017  -0.83048E-003
     386    0.36847E-002   0.12088E-002  -0.23092E-003  -0.45042E-017   0.31334E-017  -0.83048E-003
     387    0.35499E-002   0.12741E-002   0.90419E-004  -0.51619E-017   0.33201E-017  -0.98665E-003
     388    0.42165E-002   0.13778E-002  -0.27978E-003  -0.78359E-017   0.22324E-017  -0.11508E-002
     389    0.40331E-002   0.13473E-002  -0.18375E-003  -0.12858E-016   0.41890E-017  -0.13655E-002
     390    0.41300E-002   0.14057E-002  -0.11375E-003   0.15844E-017   0.45677E-018   0.10574E-002
     391    0.34076E-002   0.12260E-002   0.95360E-004   0.66162E-017  -0.21449E-017   0.99032E-003
     392    0.45305E-002   0.15394E-002  -0.13215E-003   0.39862E-018   0.28337E-017   0.14101E-002
     393    0.39401E-002   0.14013E-002   0.63483E-004   0.12869E-016  -0.59227E-017   0.13272E-002
     394    0.53825E-002   0.20118E-002   0.36542E-003  -0.18601E-017  -0.26428E-017   0.82486E-005
     395    0.58698E-002   0.20912E-002   0.10516E-003  -0.63417E-017  -0.43202E-018   0.90049E-004
     396    0.57059E-002   0.18659E-002  -0.37465E-003   0.14191E-016   0.45800E-017  -0.10370E-002
     397    0.55460E-002   0.18758E-002  -0.18651E-003   0.10249E-016   0.47633E-017   0.20547E-003
     398    0.55411E-002   0.23069E-002   0.10499E-002   0.39951E-017   0.18708E-017  -0.10332E-003
     399    0.54575E-002   0.22911E-002   0.10884E-002   0.50437E-017   0.79059E-018  -0.66019E-004
     400    0.54213E-002   0.22756E-002   0.10805E-002  -0.63291E-018   0.13691E-017  -0.21766E-005
     401    0.54063E-002   0.22720E-002   0.10853E-002  -0.65981E-018   0.83542E-018   0.56740E-004
     402    0.53949E-002   0.22635E-002   0.10721E-002   0.33842E-017   0.15618E-017  -0.10165E-003
     403    0.53110E-002   0.21849E-002   0.93158E-003   0.29039E-017   0.27718E-017  -0.21120E-004
     404    0.55195E-002   0.22921E-002   0.10294E-002  -0.15885E-017   0.25070E-017  -0.80142E-005
     405    0.55237E-002   0.22992E-002   0.10455E-002   0.10495E-017   0.18390E-017   0.79839E-004
     406    0.53223E-002   0.22122E-002   0.99811E-003  -0.16752E-017  -0.27076E-017   0.19561E-004
     407    0.53039E-002   0.21309E-002   0.78447E-003   0.35008E-017   0.59397E-018   0.25918E-005
     408    0.52936E-002   0.21261E-002   0.78094E-003   0.79262E-017   0.52277E-017  -0.61664E-005
     409    0.53360E-002   0.20880E-002   0.62980E-003  -0.52672E-017   0.18244E-017  -0.12759E-005
     410    0.53528E-002   0.21596E-002   0.81759E-003   0.46206E-018  -0.55817E-017   0.17098E-005
     411    0.56551E-002   0.23104E-002   0.94593E-003   0.32872E-017  -0.15054E-017   0.16473E-003
     412    0.53548E-002   0.22490E-002   0.10710E-002   0.23767E-017   0.23302E-017  -0.93237E-004
     413    0.55073E-002   0.23086E-002   0.10888E-002   0.26203E-017   0.13072E-017  -0.18871E-003
     414    0.54048E-002   0.20448E-002   0.43752E-003  -0.86665E-017  -0.26061E-017   0.69450E-005
     415    0.55495E-002   0.20707E-002   0.36695E-003   0.12020E-017  -0.37311E-017  -0.83836E-005
     416    0.54490E-002   0.21217E-002   0.61297E-003  -0.88527E-017  -0.49696E-017   0.22311E-004
     417    0.57104E-002   0.22849E-002   0.81773E-003  -0.98516E-019   0.16770E-017   0.75776E-004
     418    0.54621E-002   0.19268E-002   0.43191E-004   0.75235E-017  -0.44885E-018   0.70027E-004
     419    0.54496E-002   0.23075E-002   0.11433E-002   0.30713E-017  -0.17743E-017  -0.22988E-003
     420    0.56568E-002   0.23094E-002   0.94141E-003   0.26938E-017   0.14083E-017  -0.19887E-003
     421    0.57380E-002   0.21648E-002   0.44714E-003  -0.21755E-017  -0.14708E-017  -0.23224E-004
     422    0.55260E-002   0.20164E-002   0.23504E-003   0.12941E-016  -0.32363E-017   0.26185E-004
     423    0.54728E-002   0.20959E-002   0.51534E-003   0.16247E-016   0.22821E-017  -0.31339E-004
     424    0.57142E-002   0.22901E-002   0.82883E-003   0.12166E-017   0.47724E-018  -0.68458E-004
     425    0.56575E-002   0.22941E-002   0.89697E-003  -0.31219E-018  -0.90071E-018  -0.43843E-004
     426    0.56508E-002   0.23069E-002   0.94047E-003  -0.22002E-017  -0.77067E-018  -0.33447E-005
     427    0.56653E-002   0.23040E-002   0.91748E-003   0.65956E-018  -0.49363E-018   0.37270E-004
     428    0.53491E-002   0.19131E-002   0.11697E-003  -0.70693E-017  -0.20668E-017   0.40643E-004
     429    0.52913E-002   0.19016E-002   0.14176E-003   0.87892E-017   0.24883E-018   0.16870E-004
     430    0.52717E-002   0.18990E-002   0.15398E-003  -0.54755E-017   0.13144E-017   0.12569E-005
     431    0.52917E-002   0.18956E-002   0.12431E-003  -0.34834E-018   0.13245E-017  -0.15551E-004
     432    0.53483E-002   0.19034E-002   0.90031E-004  -0.73841E-017   0.74158E-018  -0.52098E-004
     433    0.54525E-002   0.19439E-002   0.10145E-003  -0.41289E-017   0.17840E-017  -0.79816E-004
     434    0.58369E-002   0.22761E-002   0.66616E-003   0.46858E-017   0.17860E-017   0.12682E-003
     435    0.57266E-002   0.23359E-002   0.94737E-003  -0.33230E-017   0.15636E-017   0.27502E-003
     436    0.55523E-002   0.23414E-002   0.11373E-002  -0.14834E-017   0.31088E-017   0.27041E-003
     437    0.54718E-002   0.17935E-002  -0.34745E-003   0.48732E-017   0.23172E-017   0.32533E-003
     438    0.56083E-002   0.19219E-002  -0.11727E-003  -0.11916E-016  -0.41377E-018  -0.18787E-003
     439    0.55782E-002   0.21482E-002   0.55966E-003   0.15077E-016   0.21299E-017  -0.48606E-004
     440    0.57914E-002   0.22731E-002   0.70331E-003  -0.18359E-017   0.27623E-017  -0.37028E-004
     441    0.56995E-002   0.22871E-002   0.83497E-003   0.45259E-018   0.13287E-017  -0.40496E-004
     442    0.57656E-002   0.22623E-002   0.69818E-003   0.58635E-018   0.26947E-017  -0.95192E-004
     443    0.56644E-002   0.21031E-002   0.34438E-003   0.12327E-016  -0.36745E-017  -0.65700E-005
     444    0.56349E-002   0.23513E-002   0.10831E-002  -0.24095E-017   0.12640E-017  -0.35770E-003
     445    0.55671E-002   0.18054E-002  -0.40898E-003  -0.80786E-017  -0.16088E-017   0.43168E-003
     446    0.56642E-002   0.18741E-002  -0.30955E-003  -0.14112E-017  -0.14351E-017  -0.37745E-003
     447    0.56891E-002   0.20229E-002   0.90630E-004  -0.42574E-017   0.66563E-018  -0.83113E-004
     448    0.54405E-002   0.23305E-002   0.12180E-002   0.21337E-018  -0.71525E-018  -0.17495E-003
     449    0.58149E-002   0.21977E-002   0.46438E-003   0.18430E-017   0.12577E-017   0.82522E-004
     450    0.57621E-002   0.20747E-002   0.16557E-003  -0.32779E-017   0.26197E-018   0.28121E-003
     451    0.58885E-002   0.21945E-002   0.38139E-003  -0.35882E-018   0.12660E-017  -0.29405E-004
     452    0.56414E-002   0.20869E-002   0.32106E-003  -0.87416E-018   0.29006E-017  -0.43954E-003
     453    0.58943E-002   0.22218E-002   0.45363E-003  -0.62485E-018  -0.30677E-018  -0.10183E-003
     454    0.54944E-002   0.17733E-002  -0.42785E-003  -0.68720E-017  -0.10685E-017  -0.45653E-003
     455    0.57138E-002   0.20368E-002   0.10567E-003  -0.23179E-017   0.37481E-017   0.92681E-004
     456    0.56649E-002   0.19327E-002  -0.14301E-003  -0.57092E-018  -0.58953E-018   0.24948E-003
     457    0.57902E-002   0.23873E-002   0.10306E-002   0.72937E-017   0.17725E-017   0.43672E-003
     458    0.59595E-002   0.23191E-002   0.66640E-003  -0.51372E-018   0.40087E-017   0.35883E-003
     459    0.56077E-002   0.20790E-002   0.33238E-003  -0.18229E-017   0.92342E-018   0.46624E-003
     460    0.58611E-002   0.23519E-002   0.85853E-003  -0.42903E-017   0.96769E-018  -0.41036E-003
