

    NODE   SXX         SYY         SZZ         SXY         SYZ         SZX  
     135  -0.99987E+002  -0.56069E-001  -0.26746E-002   0.19656E-001  -0.30630E-003   0.16923E-003
     136  -0.99914E+002  -0.14068E+000  -0.64389E-002  -0.71310E-001  -0.45848E-003  -0.64777E-003
     137  -0.99917E+002  -0.13597E+000  -0.67459E-002  -0.68125E-001  -0.38829E-003  -0.71158E-003
     138  -0.99919E+002  -0.13127E+000  -0.70529E-002  -0.64940E-001  -0.13304E-012  -0.97596E-012
     139  -0.99917E+002  -0.13597E+000  -0.67459E-002  -0.68125E-001   0.38829E-003   0.71158E-003
     140  -0.99914E+002  -0.14068E+000  -0.64389E-002  -0.71310E-001   0.45848E-003   0.64777E-003
     141  -0.99914E+002  -0.14068E+000  -0.64389E-002   0.71310E-001   0.45848E-003  -0.64777E-003
     142  -0.99917E+002  -0.13597E+000  -0.67459E-002   0.68125E-001   0.38829E-003  -0.71158E-003
     143  -0.99919E+002  -0.13127E+000  -0.70529E-002   0.64940E-001  -0.23450E-012  -0.55264E-012
     144  -0.99917E+002  -0.13597E+000  -0.67459E-002   0.68125E-001  -0.38829E-003   0.71158E-003
     145  -0.99914E+002  -0.14068E+000  -0.64389E-002   0.71310E-001  -0.45848E-003   0.64777E-003
     146  -0.10012E+003  -0.44703E-002   0.13435E-001  -0.50604E-001  -0.16848E-002   0.42020E-002
     147  -0.10012E+003  -0.34291E-002   0.15965E-001  -0.46605E-001  -0.12538E-002   0.38518E-002
     148  -0.10011E+003  -0.23878E-002   0.18494E-001  -0.42605E-001  -0.70258E-013  -0.56242E-012
     149  -0.10012E+003  -0.34291E-002   0.15965E-001  -0.46605E-001   0.12538E-002  -0.38518E-002
     150  -0.10012E+003  -0.44703E-002   0.13435E-001  -0.50604E-001   0.16848E-002  -0.42020E-002
     151  -0.10009E+003  -0.31684E-001   0.69804E-002  -0.81415E-001  -0.13906E-002   0.19729E-002
     152  -0.10008E+003  -0.30104E-001   0.81984E-002  -0.76265E-001  -0.11501E-002   0.18413E-002
     153  -0.10008E+003  -0.28523E-001   0.94163E-002  -0.71114E-001  -0.16284E-012  -0.83381E-012
     154  -0.10008E+003  -0.30104E-001   0.81984E-002  -0.76265E-001   0.11501E-002  -0.18413E-002
     155  -0.10009E+003  -0.31684E-001   0.69804E-002  -0.81415E-001   0.13906E-002  -0.19729E-002
     156  -0.10000E+003  -0.90843E-001  -0.23908E-002  -0.10870E+000  -0.99725E-003  -0.45994E-003
     157  -0.99999E+002  -0.87733E-001  -0.25884E-002  -0.10321E+000  -0.88328E-003  -0.43054E-003
     158  -0.99999E+002  -0.84623E-001  -0.27859E-002  -0.97725E-001  -0.18503E-012  -0.10513E-011
     159  -0.99999E+002  -0.87733E-001  -0.25884E-002  -0.10321E+000   0.88328E-003   0.43054E-003
     160  -0.10000E+003  -0.90843E-001  -0.23908E-002  -0.10870E+000   0.99725E-003   0.45994E-003
     161  -0.99882E+002  -0.15857E+000  -0.75706E-002  -0.17784E-011  -0.11185E-012  -0.63191E-003
     162  -0.99885E+002  -0.15326E+000  -0.78831E-002  -0.15613E-011  -0.15976E-012  -0.73129E-003
     163  -0.99888E+002  -0.14795E+000  -0.81956E-002  -0.89896E-012  -0.20558E-012  -0.74681E-012
     164  -0.99885E+002  -0.15326E+000  -0.78831E-002  -0.20498E-012  -0.14378E-012   0.73129E-003
     165  -0.99882E+002  -0.15857E+000  -0.75706E-002   0.43807E-013  -0.84078E-013   0.63191E-003
     166  -0.10000E+003  -0.90843E-001  -0.23908E-002   0.10870E+000   0.99725E-003  -0.45994E-003
     167  -0.99999E+002  -0.87733E-001  -0.25884E-002   0.10321E+000   0.88328E-003  -0.43054E-003
     168  -0.99999E+002  -0.84623E-001  -0.27859E-002   0.97725E-001  -0.93494E-013  -0.77730E-012
     169  -0.99999E+002  -0.87733E-001  -0.25884E-002   0.10321E+000  -0.88328E-003   0.43054E-003
     170  -0.10000E+003  -0.90843E-001  -0.23908E-002   0.10870E+000  -0.99725E-003   0.45994E-003
     171  -0.10009E+003  -0.31684E-001   0.69804E-002   0.81415E-001   0.13906E-002   0.19729E-002
     172  -0.10008E+003  -0.30104E-001   0.81984E-002   0.76265E-001   0.11501E-002   0.18413E-002
